SST;Year;Colony;Species
1.94302048;1950;Bjornoya;Common guillemot
1.365380286;1951;Bjornoya;Common guillemot
1.447973909;1952;Bjornoya;Common guillemot
1.149734777;1953;Bjornoya;Common guillemot
1.890209284;1954;Bjornoya;Common guillemot
2.077548911;1955;Bjornoya;Common guillemot
-0.288717588;1956;Bjornoya;Common guillemot
0.088494135;1957;Bjornoya;Common guillemot
-0.272369815;1958;Bjornoya;Common guillemot
-2.275666482;1959;Bjornoya;Common guillemot
0.428012854;1960;Bjornoya;Common guillemot
-1.036868535;1961;Bjornoya;Common guillemot
0.398064445;1962;Bjornoya;Common guillemot
1.202535477;1963;Bjornoya;Common guillemot
0.542453208;1964;Bjornoya;Common guillemot
0.656406484;1965;Bjornoya;Common guillemot
0.106155879;1966;Bjornoya;Common guillemot
-0.847067887;1967;Bjornoya;Common guillemot
1.216644594;1968;Bjornoya;Common guillemot
0.803474201;1969;Bjornoya;Common guillemot
1.154331954;1970;Bjornoya;Common guillemot
-0.333332748;1971;Bjornoya;Common guillemot
-1.5840545;1972;Bjornoya;Common guillemot
-1.132094923;1973;Bjornoya;Common guillemot
-2.527293817;1974;Bjornoya;Common guillemot
-2.120452585;1975;Bjornoya;Common guillemot
0.66648655;1976;Bjornoya;Common guillemot
-1.751259766;1977;Bjornoya;Common guillemot
1.256993962;1978;Bjornoya;Common guillemot
0.992552639;1979;Bjornoya;Common guillemot
1.94302048;1980;Bjornoya;Common guillemot
1.365380286;1981;Bjornoya;Common guillemot
1.447973909;1982;Bjornoya;Common guillemot
1.149734777;1983;Bjornoya;Common guillemot
1.890209284;1984;Bjornoya;Common guillemot
2.077548911;1985;Bjornoya;Common guillemot
-0.288717588;1986;Bjornoya;Common guillemot
0.088494135;1987;Bjornoya;Common guillemot
-0.272369815;1988;Bjornoya;Common guillemot
-2.275666482;1989;Bjornoya;Common guillemot
0.428012854;1990;Bjornoya;Common guillemot
-1.036868535;1991;Bjornoya;Common guillemot
0.398064445;1992;Bjornoya;Common guillemot
1.202535477;1993;Bjornoya;Common guillemot
0.542453208;1994;Bjornoya;Common guillemot
0.656406484;1995;Bjornoya;Common guillemot
0.106155879;1996;Bjornoya;Common guillemot
-0.847067887;1997;Bjornoya;Common guillemot
1.216644594;1998;Bjornoya;Common guillemot
0.803474201;1999;Bjornoya;Common guillemot
1.154331954;2000;Bjornoya;Common guillemot
-0.333332748;2001;Bjornoya;Common guillemot
-1.5840545;2002;Bjornoya;Common guillemot
-1.132094923;2003;Bjornoya;Common guillemot
-2.527293817;2004;Bjornoya;Common guillemot
-2.120452585;2005;Bjornoya;Common guillemot
0.66648655;2006;Bjornoya;Common guillemot
-1.751259766;2007;Bjornoya;Common guillemot
1.256993962;2008;Bjornoya;Common guillemot
0.992552639;2009;Bjornoya;Common guillemot
1.94302048;2010;Bjornoya;Common guillemot
1.365380286;2011;Bjornoya;Common guillemot
1.447973909;2012;Bjornoya;Common guillemot
1.149734777;2013;Bjornoya;Common guillemot
1.890209284;2014;Bjornoya;Common guillemot
2.077548911;2015;Bjornoya;Common guillemot
-0.288717588;2016;Bjornoya;Common guillemot
0.088494135;2017;Bjornoya;Common guillemot
-0.272369815;2018;Bjornoya;Common guillemot
-2.275666482;2019;Bjornoya;Common guillemot
0.428012854;2020;Bjornoya;Common guillemot
1.969230665;2021;Bjornoya;Common guillemot
2.235575607;2022;Bjornoya;Common guillemot
2.1367332;2023;Bjornoya;Common guillemot
1.966636679;2024;Bjornoya;Common guillemot
2.305483191;2025;Bjornoya;Common guillemot
2.813183198;2026;Bjornoya;Common guillemot
2.929343453;2027;Bjornoya;Common guillemot
2.881608681;2028;Bjornoya;Common guillemot
2.00833073;2029;Bjornoya;Common guillemot
2.408503498;2030;Bjornoya;Common guillemot
2.444945753;2031;Bjornoya;Common guillemot
1.618237405;2032;Bjornoya;Common guillemot
1.923631392;2033;Bjornoya;Common guillemot
2.454784313;2034;Bjornoya;Common guillemot
2.928418544;2035;Bjornoya;Common guillemot
2.485242474;2036;Bjornoya;Common guillemot
2.426131551;2037;Bjornoya;Common guillemot
2.281069481;2038;Bjornoya;Common guillemot
1.67200186;2039;Bjornoya;Common guillemot
2.891431628;2040;Bjornoya;Common guillemot
2.805011081;2041;Bjornoya;Common guillemot
3.069714418;2042;Bjornoya;Common guillemot
3.087846152;2043;Bjornoya;Common guillemot
2.799106145;2044;Bjornoya;Common guillemot
2.712209666;2045;Bjornoya;Common guillemot
2.990736592;2046;Bjornoya;Common guillemot
3.27055958;2047;Bjornoya;Common guillemot
3.20788987;2048;Bjornoya;Common guillemot
3.500287643;2049;Bjornoya;Common guillemot
3.603229534;2050;Bjornoya;Common guillemot
5.727095709;1950;Hjelmsoya;Common guillemot
5.444818418;1951;Hjelmsoya;Common guillemot
5.127947391;1952;Hjelmsoya;Common guillemot
5.610845339;1953;Hjelmsoya;Common guillemot
6.065381273;1954;Hjelmsoya;Common guillemot
5.980589654;1955;Hjelmsoya;Common guillemot
4.761691893;1956;Hjelmsoya;Common guillemot
4.550675664;1957;Hjelmsoya;Common guillemot
5.098722811;1958;Hjelmsoya;Common guillemot
4.665879025;1959;Hjelmsoya;Common guillemot
5.297114926;1960;Hjelmsoya;Common guillemot
4.671379017;1961;Hjelmsoya;Common guillemot
4.744000959;1962;Hjelmsoya;Common guillemot
4.860917678;1963;Hjelmsoya;Common guillemot
4.61829363;1964;Hjelmsoya;Common guillemot
4.679359318;1965;Hjelmsoya;Common guillemot
4.382830797;1966;Hjelmsoya;Common guillemot
4.120146007;1967;Hjelmsoya;Common guillemot
4.659608717;1968;Hjelmsoya;Common guillemot
4.496209425;1969;Hjelmsoya;Common guillemot
4.687819888;1970;Hjelmsoya;Common guillemot
4.276891034;1971;Hjelmsoya;Common guillemot
4.104550713;1972;Hjelmsoya;Common guillemot
4.797092357;1973;Hjelmsoya;Common guillemot
4.360736581;1974;Hjelmsoya;Common guillemot
4.87706985;1975;Hjelmsoya;Common guillemot
4.579406173;1976;Hjelmsoya;Common guillemot
4.699263775;1977;Hjelmsoya;Common guillemot
5.624684296;1978;Hjelmsoya;Common guillemot
5.309215714;1979;Hjelmsoya;Common guillemot
5.727095709;1980;Hjelmsoya;Common guillemot
5.444818418;1981;Hjelmsoya;Common guillemot
5.127947391;1982;Hjelmsoya;Common guillemot
5.610845339;1983;Hjelmsoya;Common guillemot
6.065381273;1984;Hjelmsoya;Common guillemot
5.980589654;1985;Hjelmsoya;Common guillemot
4.761691893;1986;Hjelmsoya;Common guillemot
4.550675664;1987;Hjelmsoya;Common guillemot
5.098722811;1988;Hjelmsoya;Common guillemot
4.665879025;1989;Hjelmsoya;Common guillemot
5.297114926;1990;Hjelmsoya;Common guillemot
4.671379017;1991;Hjelmsoya;Common guillemot
4.744000959;1992;Hjelmsoya;Common guillemot
4.860917678;1993;Hjelmsoya;Common guillemot
4.61829363;1994;Hjelmsoya;Common guillemot
4.679359318;1995;Hjelmsoya;Common guillemot
4.382830797;1996;Hjelmsoya;Common guillemot
4.120146007;1997;Hjelmsoya;Common guillemot
4.659608717;1998;Hjelmsoya;Common guillemot
4.496209425;1999;Hjelmsoya;Common guillemot
4.687819888;2000;Hjelmsoya;Common guillemot
4.276891034;2001;Hjelmsoya;Common guillemot
4.104550713;2002;Hjelmsoya;Common guillemot
4.797092357;2003;Hjelmsoya;Common guillemot
4.360736581;2004;Hjelmsoya;Common guillemot
4.87706985;2005;Hjelmsoya;Common guillemot
4.579406173;2006;Hjelmsoya;Common guillemot
4.699263775;2007;Hjelmsoya;Common guillemot
5.624684296;2008;Hjelmsoya;Common guillemot
5.309215714;2009;Hjelmsoya;Common guillemot
5.727095709;2010;Hjelmsoya;Common guillemot
5.444818418;2011;Hjelmsoya;Common guillemot
5.127947391;2012;Hjelmsoya;Common guillemot
5.610845339;2013;Hjelmsoya;Common guillemot
6.065381273;2014;Hjelmsoya;Common guillemot
5.980589654;2015;Hjelmsoya;Common guillemot
4.761691893;2016;Hjelmsoya;Common guillemot
4.550675664;2017;Hjelmsoya;Common guillemot
5.098722811;2018;Hjelmsoya;Common guillemot
4.665879025;2019;Hjelmsoya;Common guillemot
5.297114926;2020;Hjelmsoya;Common guillemot
5.949239637;2021;Hjelmsoya;Common guillemot
5.373341862;2022;Hjelmsoya;Common guillemot
5.121044272;2023;Hjelmsoya;Common guillemot
6.385179624;2024;Hjelmsoya;Common guillemot
6.268084866;2025;Hjelmsoya;Common guillemot
6.663968509;2026;Hjelmsoya;Common guillemot
6.327123819;2027;Hjelmsoya;Common guillemot
6.100890889;2028;Hjelmsoya;Common guillemot
5.937812862;2029;Hjelmsoya;Common guillemot
6.044027647;2030;Hjelmsoya;Common guillemot
6.180888174;2031;Hjelmsoya;Common guillemot
5.571295233;2032;Hjelmsoya;Common guillemot
5.752685615;2033;Hjelmsoya;Common guillemot
5.664483811;2034;Hjelmsoya;Common guillemot
6.296212143;2035;Hjelmsoya;Common guillemot
6.292718492;2036;Hjelmsoya;Common guillemot
5.909661743;2037;Hjelmsoya;Common guillemot
6.499425644;2038;Hjelmsoya;Common guillemot
5.828589699;2039;Hjelmsoya;Common guillemot
6.603180522;2040;Hjelmsoya;Common guillemot
6.702118865;2041;Hjelmsoya;Common guillemot
6.291856223;2042;Hjelmsoya;Common guillemot
6.40301272;2043;Hjelmsoya;Common guillemot
6.109180755;2044;Hjelmsoya;Common guillemot
6.210472961;2045;Hjelmsoya;Common guillemot
6.423228357;2046;Hjelmsoya;Common guillemot
6.330814181;2047;Hjelmsoya;Common guillemot
6.777563459;2048;Hjelmsoya;Common guillemot
6.999796927;2049;Hjelmsoya;Common guillemot
6.866902039;2050;Hjelmsoya;Common guillemot
4.808671139;1950;Hornoya;Common guillemot
4.181657241;1951;Hornoya;Common guillemot
3.918050444;1952;Hornoya;Common guillemot
4.254092946;1953;Hornoya;Common guillemot
5.020790498;1954;Hornoya;Common guillemot
4.822740064;1955;Hornoya;Common guillemot
3.990964698;1956;Hornoya;Common guillemot
3.797101703;1957;Hornoya;Common guillemot
3.769392425;1958;Hornoya;Common guillemot
3.586591662;1959;Hornoya;Common guillemot
4.072755363;1960;Hornoya;Common guillemot
3.834009656;1961;Hornoya;Common guillemot
3.833108145;1962;Hornoya;Common guillemot
4.094791155;1963;Hornoya;Common guillemot
3.623627007;1964;Hornoya;Common guillemot
4.027640778;1965;Hornoya;Common guillemot
3.478397183;1966;Hornoya;Common guillemot
3.572506053;1967;Hornoya;Common guillemot
3.661809598;1968;Hornoya;Common guillemot
3.482863456;1969;Hornoya;Common guillemot
3.388931115;1970;Hornoya;Common guillemot
3.068206057;1971;Hornoya;Common guillemot
3.040580242;1972;Hornoya;Common guillemot
4.297642822;1973;Hornoya;Common guillemot
3.799436292;1974;Hornoya;Common guillemot
3.681495266;1975;Hornoya;Common guillemot
3.651391742;1976;Hornoya;Common guillemot
3.386217147;1977;Hornoya;Common guillemot
4.761368969;1978;Hornoya;Common guillemot
4.321682736;1979;Hornoya;Common guillemot
4.808671139;1980;Hornoya;Common guillemot
4.181657241;1981;Hornoya;Common guillemot
3.918050444;1982;Hornoya;Common guillemot
4.254092946;1983;Hornoya;Common guillemot
5.020790498;1984;Hornoya;Common guillemot
4.822740064;1985;Hornoya;Common guillemot
3.990964698;1986;Hornoya;Common guillemot
3.797101703;1987;Hornoya;Common guillemot
3.769392425;1988;Hornoya;Common guillemot
3.586591662;1989;Hornoya;Common guillemot
4.072755363;1990;Hornoya;Common guillemot
3.834009656;1991;Hornoya;Common guillemot
3.833108145;1992;Hornoya;Common guillemot
4.094791155;1993;Hornoya;Common guillemot
3.623627007;1994;Hornoya;Common guillemot
4.027640778;1995;Hornoya;Common guillemot
3.478397183;1996;Hornoya;Common guillemot
3.572506053;1997;Hornoya;Common guillemot
3.661809598;1998;Hornoya;Common guillemot
3.482863456;1999;Hornoya;Common guillemot
3.388931115;2000;Hornoya;Common guillemot
3.068206057;2001;Hornoya;Common guillemot
3.040580242;2002;Hornoya;Common guillemot
4.297642822;2003;Hornoya;Common guillemot
3.799436292;2004;Hornoya;Common guillemot
3.681495266;2005;Hornoya;Common guillemot
3.651391742;2006;Hornoya;Common guillemot
3.386217147;2007;Hornoya;Common guillemot
4.761368969;2008;Hornoya;Common guillemot
4.321682736;2009;Hornoya;Common guillemot
4.808671139;2010;Hornoya;Common guillemot
4.181657241;2011;Hornoya;Common guillemot
3.918050444;2012;Hornoya;Common guillemot
4.254092946;2013;Hornoya;Common guillemot
5.020790498;2014;Hornoya;Common guillemot
4.822740064;2015;Hornoya;Common guillemot
3.990964698;2016;Hornoya;Common guillemot
3.797101703;2017;Hornoya;Common guillemot
3.769392425;2018;Hornoya;Common guillemot
3.586591662;2019;Hornoya;Common guillemot
4.072755363;2020;Hornoya;Common guillemot
4.703576169;2021;Hornoya;Common guillemot
4.426310686;2022;Hornoya;Common guillemot
3.819441324;2023;Hornoya;Common guillemot
5.053153604;2024;Hornoya;Common guillemot
5.592012876;2025;Hornoya;Common guillemot
5.690481423;2026;Hornoya;Common guillemot
5.292539576;2027;Hornoya;Common guillemot
5.489222821;2028;Hornoya;Common guillemot
4.676878066;2029;Hornoya;Common guillemot
5.134204708;2030;Hornoya;Common guillemot
4.997627429;2031;Hornoya;Common guillemot
4.337136697;2032;Hornoya;Common guillemot
4.716388934;2033;Hornoya;Common guillemot
4.427863777;2034;Hornoya;Common guillemot
5.190085701;2035;Hornoya;Common guillemot
5.429036738;2036;Hornoya;Common guillemot
4.977415035;2037;Hornoya;Common guillemot
5.547520301;2038;Hornoya;Common guillemot
4.739607047;2039;Hornoya;Common guillemot
5.866236608;2040;Hornoya;Common guillemot
5.609552543;2041;Hornoya;Common guillemot
5.251730162;2042;Hornoya;Common guillemot
5.540008051;2043;Hornoya;Common guillemot
5.343311882;2044;Hornoya;Common guillemot
5.565327685;2045;Hornoya;Common guillemot
5.513339453;2046;Hornoya;Common guillemot
5.638913693;2047;Hornoya;Common guillemot
5.597675241;2048;Hornoya;Common guillemot
5.902057539;2049;Hornoya;Common guillemot
6.004279101;2050;Hornoya;Common guillemot
6.315092321;1950;Jan Mayen;Common guillemot
5.954394939;1951;Jan Mayen;Common guillemot
5.016403061;1952;Jan Mayen;Common guillemot
5.303242686;1953;Jan Mayen;Common guillemot
5.771202119;1954;Jan Mayen;Common guillemot
5.910461813;1955;Jan Mayen;Common guillemot
4.3243213;1956;Jan Mayen;Common guillemot
4.247985153;1957;Jan Mayen;Common guillemot
4.273043461;1958;Jan Mayen;Common guillemot
4.126581779;1959;Jan Mayen;Common guillemot
3.902912605;1960;Jan Mayen;Common guillemot
3.708567117;1961;Jan Mayen;Common guillemot
3.530738029;1962;Jan Mayen;Common guillemot
4.674101039;1963;Jan Mayen;Common guillemot
5.016293012;1964;Jan Mayen;Common guillemot
3.755094499;1965;Jan Mayen;Common guillemot
5.616006206;1966;Jan Mayen;Common guillemot
4.925682674;1967;Jan Mayen;Common guillemot
2.894743137;1968;Jan Mayen;Common guillemot
3.871786337;1969;Jan Mayen;Common guillemot
3.529769745;1970;Jan Mayen;Common guillemot
3.364715911;1971;Jan Mayen;Common guillemot
4.316428485;1972;Jan Mayen;Common guillemot
3.232504941;1973;Jan Mayen;Common guillemot
1.860371968;1974;Jan Mayen;Common guillemot
3.496319617;1975;Jan Mayen;Common guillemot
4.200633092;1976;Jan Mayen;Common guillemot
3.536942537;1977;Jan Mayen;Common guillemot
4.077439095;1978;Jan Mayen;Common guillemot
4.145315909;1979;Jan Mayen;Common guillemot
6.315092321;1980;Jan Mayen;Common guillemot
5.954394939;1981;Jan Mayen;Common guillemot
5.016403061;1982;Jan Mayen;Common guillemot
5.303242686;1983;Jan Mayen;Common guillemot
5.771202119;1984;Jan Mayen;Common guillemot
5.910461813;1985;Jan Mayen;Common guillemot
4.3243213;1986;Jan Mayen;Common guillemot
4.247985153;1987;Jan Mayen;Common guillemot
4.273043461;1988;Jan Mayen;Common guillemot
4.126581779;1989;Jan Mayen;Common guillemot
3.902912605;1990;Jan Mayen;Common guillemot
3.708567117;1991;Jan Mayen;Common guillemot
3.530738029;1992;Jan Mayen;Common guillemot
4.674101039;1993;Jan Mayen;Common guillemot
5.016293012;1994;Jan Mayen;Common guillemot
3.755094499;1995;Jan Mayen;Common guillemot
5.616006206;1996;Jan Mayen;Common guillemot
4.925682674;1997;Jan Mayen;Common guillemot
2.894743137;1998;Jan Mayen;Common guillemot
3.871786337;1999;Jan Mayen;Common guillemot
3.529769745;2000;Jan Mayen;Common guillemot
3.364715911;2001;Jan Mayen;Common guillemot
4.316428485;2002;Jan Mayen;Common guillemot
3.232504941;2003;Jan Mayen;Common guillemot
1.860371968;2004;Jan Mayen;Common guillemot
3.496319617;2005;Jan Mayen;Common guillemot
4.200633092;2006;Jan Mayen;Common guillemot
3.536942537;2007;Jan Mayen;Common guillemot
4.077439095;2008;Jan Mayen;Common guillemot
4.145315909;2009;Jan Mayen;Common guillemot
6.315092321;2010;Jan Mayen;Common guillemot
5.954394939;2011;Jan Mayen;Common guillemot
5.016403061;2012;Jan Mayen;Common guillemot
5.303242686;2013;Jan Mayen;Common guillemot
5.771202119;2014;Jan Mayen;Common guillemot
5.910461813;2015;Jan Mayen;Common guillemot
4.3243213;2016;Jan Mayen;Common guillemot
4.247985153;2017;Jan Mayen;Common guillemot
4.273043461;2018;Jan Mayen;Common guillemot
4.126581779;2019;Jan Mayen;Common guillemot
3.902912605;2020;Jan Mayen;Common guillemot
6.33250885;2021;Jan Mayen;Common guillemot
6.34574125;2022;Jan Mayen;Common guillemot
6.096464037;2023;Jan Mayen;Common guillemot
5.865614017;2024;Jan Mayen;Common guillemot
5.94902558;2025;Jan Mayen;Common guillemot
6.567823879;2026;Jan Mayen;Common guillemot
6.880960162;2027;Jan Mayen;Common guillemot
6.388000546;2028;Jan Mayen;Common guillemot
6.198657515;2029;Jan Mayen;Common guillemot
6.546155913;2030;Jan Mayen;Common guillemot
5.570783298;2031;Jan Mayen;Common guillemot
5.814929023;2032;Jan Mayen;Common guillemot
5.303594384;2033;Jan Mayen;Common guillemot
5.856311234;2034;Jan Mayen;Common guillemot
6.896811617;2035;Jan Mayen;Common guillemot
5.655496203;2036;Jan Mayen;Common guillemot
5.833647127;2037;Jan Mayen;Common guillemot
7.014313226;2038;Jan Mayen;Common guillemot
6.530609117;2039;Jan Mayen;Common guillemot
6.994879418;2040;Jan Mayen;Common guillemot
6.462712951;2041;Jan Mayen;Common guillemot
5.974460111;2042;Jan Mayen;Common guillemot
6.678515659;2043;Jan Mayen;Common guillemot
6.821684949;2044;Jan Mayen;Common guillemot
6.715133895;2045;Jan Mayen;Common guillemot
6.543301509;2046;Jan Mayen;Common guillemot
6.668346867;2047;Jan Mayen;Common guillemot
6.434389214;2048;Jan Mayen;Common guillemot
6.962337967;2049;Jan Mayen;Common guillemot
7.786937147;2050;Jan Mayen;Common guillemot
6.087332782;1950;Anda;Atlantic puffin
6.201724491;1951;Anda;Atlantic puffin
5.904725236;1952;Anda;Atlantic puffin
6.186067911;1953;Anda;Atlantic puffin
6.814244686;1954;Anda;Atlantic puffin
6.484701438;1955;Anda;Atlantic puffin
5.29685269;1956;Anda;Atlantic puffin
4.877393051;1957;Anda;Atlantic puffin
5.375500615;1958;Anda;Atlantic puffin
6.150572499;1959;Anda;Atlantic puffin
6.241442542;1960;Anda;Atlantic puffin
5.45415548;1961;Anda;Atlantic puffin
5.946932959;1962;Anda;Atlantic puffin
6.002710143;1963;Anda;Atlantic puffin
5.499179367;1964;Anda;Atlantic puffin
6.321438438;1965;Anda;Atlantic puffin
5.776884131;1966;Anda;Atlantic puffin
5.74419032;1967;Anda;Atlantic puffin
5.613409158;1968;Anda;Atlantic puffin
5.935788962;1969;Anda;Atlantic puffin
5.746185569;1970;Anda;Atlantic puffin
5.388527571;1971;Anda;Atlantic puffin
5.468674341;1972;Anda;Atlantic puffin
5.885015922;1973;Anda;Atlantic puffin
5.425787496;1974;Anda;Atlantic puffin
5.895236659;1975;Anda;Atlantic puffin
5.755579086;1976;Anda;Atlantic puffin
5.995003865;1977;Anda;Atlantic puffin
6.740123477;1978;Anda;Atlantic puffin
6.669890266;1979;Anda;Atlantic puffin
6.087332782;1980;Anda;Atlantic puffin
6.201724491;1981;Anda;Atlantic puffin
5.904725236;1982;Anda;Atlantic puffin
6.186067911;1983;Anda;Atlantic puffin
6.814244686;1984;Anda;Atlantic puffin
6.484701438;1985;Anda;Atlantic puffin
5.29685269;1986;Anda;Atlantic puffin
4.877393051;1987;Anda;Atlantic puffin
5.375500615;1988;Anda;Atlantic puffin
6.150572499;1989;Anda;Atlantic puffin
6.241442542;1990;Anda;Atlantic puffin
5.45415548;1991;Anda;Atlantic puffin
5.946932959;1992;Anda;Atlantic puffin
6.002710143;1993;Anda;Atlantic puffin
5.499179367;1994;Anda;Atlantic puffin
6.321438438;1995;Anda;Atlantic puffin
5.776884131;1996;Anda;Atlantic puffin
5.74419032;1997;Anda;Atlantic puffin
5.613409158;1998;Anda;Atlantic puffin
5.935788962;1999;Anda;Atlantic puffin
5.746185569;2000;Anda;Atlantic puffin
5.388527571;2001;Anda;Atlantic puffin
5.468674341;2002;Anda;Atlantic puffin
5.885015922;2003;Anda;Atlantic puffin
5.425787496;2004;Anda;Atlantic puffin
5.895236659;2005;Anda;Atlantic puffin
5.755579086;2006;Anda;Atlantic puffin
5.995003865;2007;Anda;Atlantic puffin
6.740123477;2008;Anda;Atlantic puffin
6.669890266;2009;Anda;Atlantic puffin
6.087332782;2010;Anda;Atlantic puffin
6.201724491;2011;Anda;Atlantic puffin
5.904725236;2012;Anda;Atlantic puffin
6.186067911;2013;Anda;Atlantic puffin
6.814244686;2014;Anda;Atlantic puffin
6.484701438;2015;Anda;Atlantic puffin
5.29685269;2016;Anda;Atlantic puffin
4.877393051;2017;Anda;Atlantic puffin
5.375500615;2018;Anda;Atlantic puffin
6.150572499;2019;Anda;Atlantic puffin
6.241442542;2020;Anda;Atlantic puffin
6.608594965;2021;Anda;Atlantic puffin
6.646949193;2022;Anda;Atlantic puffin
5.870864699;2023;Anda;Atlantic puffin
6.988210369;2024;Anda;Atlantic puffin
6.749539795;2025;Anda;Atlantic puffin
6.977392487;2026;Anda;Atlantic puffin
7.019572963;2027;Anda;Atlantic puffin
7.026185065;2028;Anda;Atlantic puffin
6.886364662;2029;Anda;Atlantic puffin
6.509147161;2030;Anda;Atlantic puffin
6.475237746;2031;Anda;Atlantic puffin
6.380667434;2032;Anda;Atlantic puffin
6.594685995;2033;Anda;Atlantic puffin
6.944065392;2034;Anda;Atlantic puffin
7.049385771;2035;Anda;Atlantic puffin
6.704483343;2036;Anda;Atlantic puffin
6.303472025;2037;Anda;Atlantic puffin
7.310367579;2038;Anda;Atlantic puffin
6.93387628;2039;Anda;Atlantic puffin
6.980799253;2040;Anda;Atlantic puffin
7.121950207;2041;Anda;Atlantic puffin
6.712191459;2042;Anda;Atlantic puffin
7.13854837;2043;Anda;Atlantic puffin
6.60264513;2044;Anda;Atlantic puffin
6.656284882;2045;Anda;Atlantic puffin
6.71261448;2046;Anda;Atlantic puffin
7.305182426;2047;Anda;Atlantic puffin
7.277868071;2048;Anda;Atlantic puffin
7.5194291;2049;Anda;Atlantic puffin
7.58373699;2050;Anda;Atlantic puffin
5.405932405;1950;Hjelmsoya;Atlantic puffin
5.19258528;1951;Hjelmsoya;Atlantic puffin
4.917804134;1952;Hjelmsoya;Atlantic puffin
5.339095473;1953;Hjelmsoya;Atlantic puffin
5.825370174;1954;Hjelmsoya;Atlantic puffin
5.704127627;1955;Hjelmsoya;Atlantic puffin
4.475182496;1956;Hjelmsoya;Atlantic puffin
4.161742085;1957;Hjelmsoya;Atlantic puffin
4.818738336;1958;Hjelmsoya;Atlantic puffin
4.346207253;1959;Hjelmsoya;Atlantic puffin
5.052792556;1960;Hjelmsoya;Atlantic puffin
4.408016189;1961;Hjelmsoya;Atlantic puffin
4.472882849;1962;Hjelmsoya;Atlantic puffin
4.645969691;1963;Hjelmsoya;Atlantic puffin
4.387200425;1964;Hjelmsoya;Atlantic puffin
4.442843078;1965;Hjelmsoya;Atlantic puffin
4.117105661;1966;Hjelmsoya;Atlantic puffin
3.847942615;1967;Hjelmsoya;Atlantic puffin
4.334610665;1968;Hjelmsoya;Atlantic puffin
4.238875925;1969;Hjelmsoya;Atlantic puffin
4.438351857;1970;Hjelmsoya;Atlantic puffin
3.991811032;1971;Hjelmsoya;Atlantic puffin
3.866413632;1972;Hjelmsoya;Atlantic puffin
4.525741152;1973;Hjelmsoya;Atlantic puffin
4.145077952;1974;Hjelmsoya;Atlantic puffin
4.543644547;1975;Hjelmsoya;Atlantic puffin
4.371210369;1976;Hjelmsoya;Atlantic puffin
4.43387959;1977;Hjelmsoya;Atlantic puffin
5.321899947;1978;Hjelmsoya;Atlantic puffin
5.133429679;1979;Hjelmsoya;Atlantic puffin
5.405932405;1980;Hjelmsoya;Atlantic puffin
5.19258528;1981;Hjelmsoya;Atlantic puffin
4.917804134;1982;Hjelmsoya;Atlantic puffin
5.339095473;1983;Hjelmsoya;Atlantic puffin
5.825370174;1984;Hjelmsoya;Atlantic puffin
5.704127627;1985;Hjelmsoya;Atlantic puffin
4.475182496;1986;Hjelmsoya;Atlantic puffin
4.161742085;1987;Hjelmsoya;Atlantic puffin
4.818738336;1988;Hjelmsoya;Atlantic puffin
4.346207253;1989;Hjelmsoya;Atlantic puffin
5.052792556;1990;Hjelmsoya;Atlantic puffin
4.408016189;1991;Hjelmsoya;Atlantic puffin
4.472882849;1992;Hjelmsoya;Atlantic puffin
4.645969691;1993;Hjelmsoya;Atlantic puffin
4.387200425;1994;Hjelmsoya;Atlantic puffin
4.442843078;1995;Hjelmsoya;Atlantic puffin
4.117105661;1996;Hjelmsoya;Atlantic puffin
3.847942615;1997;Hjelmsoya;Atlantic puffin
4.334610665;1998;Hjelmsoya;Atlantic puffin
4.238875925;1999;Hjelmsoya;Atlantic puffin
4.438351857;2000;Hjelmsoya;Atlantic puffin
3.991811032;2001;Hjelmsoya;Atlantic puffin
3.866413632;2002;Hjelmsoya;Atlantic puffin
4.525741152;2003;Hjelmsoya;Atlantic puffin
4.145077952;2004;Hjelmsoya;Atlantic puffin
4.543644547;2005;Hjelmsoya;Atlantic puffin
4.371210369;2006;Hjelmsoya;Atlantic puffin
4.43387959;2007;Hjelmsoya;Atlantic puffin
5.321899947;2008;Hjelmsoya;Atlantic puffin
5.133429679;2009;Hjelmsoya;Atlantic puffin
5.405932405;2010;Hjelmsoya;Atlantic puffin
5.19258528;2011;Hjelmsoya;Atlantic puffin
4.917804134;2012;Hjelmsoya;Atlantic puffin
5.339095473;2013;Hjelmsoya;Atlantic puffin
5.825370174;2014;Hjelmsoya;Atlantic puffin
5.704127627;2015;Hjelmsoya;Atlantic puffin
4.475182496;2016;Hjelmsoya;Atlantic puffin
4.161742085;2017;Hjelmsoya;Atlantic puffin
4.818738336;2018;Hjelmsoya;Atlantic puffin
4.346207253;2019;Hjelmsoya;Atlantic puffin
5.052792556;2020;Hjelmsoya;Atlantic puffin
5.718876354;2021;Hjelmsoya;Atlantic puffin
5.205587642;2022;Hjelmsoya;Atlantic puffin
4.859492458;2023;Hjelmsoya;Atlantic puffin
6.232139819;2024;Hjelmsoya;Atlantic puffin
6.033083484;2025;Hjelmsoya;Atlantic puffin
6.387424578;2026;Hjelmsoya;Atlantic puffin
6.081413237;2027;Hjelmsoya;Atlantic puffin
5.900706288;2028;Hjelmsoya;Atlantic puffin
5.731768452;2029;Hjelmsoya;Atlantic puffin
5.818790169;2030;Hjelmsoya;Atlantic puffin
5.944435411;2031;Hjelmsoya;Atlantic puffin
5.401365282;2032;Hjelmsoya;Atlantic puffin
